"title","X","sort","date","genre","genre.2","genre.3","int.ext.ratio","int.ext.weighted","int.percent","int.weight.ratio","int.0.0","int.0.0~0.25","int.0.25~0.50","int.0.50~0.75","int.0.75~1.0","int.1.0","dom.0.0","dom.0.0~0.25","dom.0.25~0.50","dom.0.50~0.75","dom.0.75~1.0","dom.1.0","work.0.0","work.0.0~0.25","work.0.25~0.50","work.0.50~0.75","work.0.75~1.0","work.1.0"
"461","Man-on-the-Moon","461"," 605","1999","drama","comedy","drama"," 4.34375000"," 2.88818735","0.81286550","0.6649064",1,0.88,0.77,0.88,0.71,0,0,0.39,0.19,0.57,0.59,0,0,0.61,0.81,0.43,0.41,1
"462","Man-Trouble","462"," 606","1992","comedy","drama",""," 0.97260274"," 0.61205514","0.49305556","0.6292961",1,0.62,0.6,0.5,0.33,0,0,0.88,0.69,0.56,0.33,0,0,0.12,0.31,0.44,0.67,0
"463","Man-Who-Knew-Too-Much,-The","463"," 608","2001","crime","drama",""," 2.57352941"," 1.37829058","0.72016461","0.5355643",1,0.5,0.7,0.72,0.97,1,0,0.17,0.27,0.03,0,0,1,0.83,0.73,0.97,1,1
"464","Manchurian-Candidate,-The","464"," 609","2004","sci-fi","fantasy","drama"," 3.08571429"," 1.82448612","0.75524476","0.5912687",0,0.66,0.84,0.68,0.83,0,0,0.52,0.38,0.52,0.56,0,0,0.48,0.62,0.48,0.44,0
"465","Manhunter","465"," 612","2011","drama","",""," 2.84375000"," 1.85071518","0.73983740","0.6508009",0,0.71,0.71,0.77,0.77,0,0,0.57,0.46,0.62,0.65,1,0,0.43,0.54,0.38,0.35,0
"466","Margin-Call","466"," 613","2011","drama","action",""," 8.25000000"," 3.18516087","0.89189189","0.3860801",1,0.95,0.84,0.89,0.88,1,0,0,0,0.11,0.25,1,1,1,1,0.89,0.75,0
"467","Margot-at-the-Wedding","467"," 614","2007","comedy","drama",""," 1.03333333"," 0.49163573","0.50819672","0.4757765",1,0.56,0.56,0.47,0.47,0,0,1,1,0.56,0.86,0,0,0,0,0.44,0.14,0
"468","Mariachi,-El","468"," 615","1992","action","crime","drama"," 1.14285714"," 0.77678917","0.53333333","0.6796905",0,0.67,0.5,0.57,0.4,1,0,0,0.81,0.87,1,1,1,1,0.19,0.13,0,0
"469","Marley-&-Me","469"," 616","2008","comedy","drama","family"," 1.65853659"," 0.94256509","0.62385321","0.5683113",1,0.57,0.73,0.64,0.57,0,1,0.31,0.27,0.67,0.91,1,0,0.69,0.73,0.33,0.09,0
"470","Martha-Marcy-May-Marlene","470"," 617","2011","drama","action",""," 2.00000000"," 0.86785625","0.66666667","0.4339281",0,0.63,0.67,0.7,0.64,0,0,0.61,0.57,0.79,0.61,1,1,0.39,0.43,0.21,0.39,0
"471","Master,-The","471"," 621","2012","drama","",""," 2.05000000"," 1.31159148","0.67213115","0.6398007",1,0.7,0.7,0.65,0.56,0,0,0.29,0.87,0.67,0.41,0,1,0.71,0.13,0.33,0.59,1
"472","Matrix-Reloaded,-The","472"," 622","2003","sci-fi","action",""," 0.90361446"," 0.38753650","0.47468354","0.4288737",1,0.52,0.45,0.28,0.66,1,0,0,0.25,0.33,0.6,0,1,1,0.75,0.67,0.4,0
"473","Matrix,-The","473"," 623","1999","sci-fi","action",""," 4.83783784"," 2.91162650","0.82870370","0.6018446",1,0.8,0.89,0.78,0.85,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
"474","Max-Payne","474"," 624","2008","action","crime","drama"," 1.05714286"," 0.62471976","0.51388889","0.5909511",0,0.56,0.5,0.44,0.56,1,0,0.71,0.58,0.75,0.33,1,0,0.29,0.42,0.25,0.67,0
"475","Mean-Streets","475"," 626","2011","action","crime","action"," 1.67567568"," 1.06129703","0.62626263","0.6333547",1,0.64,0.76,0.62,0.48,0,1,0.43,0.83,0.5,0.56,0,0,0.57,0.17,0.5,0.44,1
"476","Meet-Joe-Black","476"," 627","1998","fantasy","drama",""," 2.70000000"," 1.76938358","0.72972973","0.6553273",0,0.6,0.9,0.9,0.35,1,0,0.21,0.78,0.69,0.07,0,0,0.79,0.22,0.31,0.93,1
"477","Memento","477"," 630","2000","fantasy","action",""," 3.19047619"," 2.08585203","0.76136364","0.6537745",1,0.72,0.73,0.77,0.76,1,1,0.74,0.95,0.87,0.88,0,0,0.26,0.05,0.13,0.12,0
"478","Men-in-Black","478"," 632","1997","sci-fi","comedy","action"," 0.92957746"," 0.54346073","0.48175182","0.5846320",0,0.51,0.57,0.58,0.24,0,0,0.21,0.33,0.33,0.67,0,0,0.79,0.67,0.67,0.33,0
"479","Men-in-Black-3","479"," 631","2012","sci-fi","comedy","action"," 1.41666667"," 0.65149373","0.58620690","0.4598779",1,0.62,0.75,0.38,0.6,0,0,0,0,0.17,0,0,1,1,1,0.83,1,1
"480","Men-Who-Stare-at-Goats,-The","480"," 633","2009","comedy","war",""," 1.13698630"," 0.60910750","0.53205128","0.5357211",0,0.49,0.56,0.51,0.56,1,0,0.56,0.29,0.3,0.31,1,0,0.44,0.71,0.7,0.69,0
"481","Metro","481"," 634","1997","action","comedy","crime"," 1.48837209"," 0.90847469","0.59813084","0.6103814",1,0.69,0.65,0.61,0.45,0,0,0.55,0,0.56,0.18,0,0,0.45,1,0.44,0.82,1
"482","Miami-Vice","482"," 635","2006","action","crime","action"," 1.50746269"," 0.95130386","0.60119048","0.6310630",0,0.62,0.63,0.6,0.57,1,0,0.92,0.67,0.68,0.81,1,0,0.08,0.33,0.32,0.19,0
"483","Midnight-Cowboy","483"," 638","2011","fantasy","drama",""," 1.46315789"," 1.04091363","0.59401709","0.7114158",1,0.69,0.51,0.47,0.71,1,0,0.64,0.71,0.46,0.66,0,1,0.36,0.29,0.54,0.34,0
"484","Mighty-Morphin-Power-Rangers-The-Movie","484"," 639","1995","action","adventure","family"," 0.52500000"," 0.26221451","0.34426230","0.4994562",0,0.26,0.19,0.39,0.55,1,0,0,NA,0,NA,0,0,1,NA,1,NA,0
"485","Milk","485"," 640","2008","drama","drama","history"," 2.85000000"," 1.53025457","0.74025974","0.5369314",1,0.65,0.68,0.77,0.87,1,1,0.58,0.5,0.47,0.52,1,0,0.42,0.5,0.53,0.48,0
"486","Mimic","486"," 642","1997","horror","sci-fi",""," 4.05263158"," 2.50314221","0.80208333","0.6176585",1,0.62,0.79,0.79,1,1,0,0.38,0.6,0.38,0,0,0,0.62,0.4,0.62,1,0
"487","Mini's-First-Time","487"," 643","2006","comedy","crime","drama"," 2.87179487"," 1.77308593","0.74172185","0.6174138",1,0.76,0.74,0.77,0.67,1,1,0.79,0.67,0.69,0.56,0,0,0.21,0.33,0.31,0.44,0
"488","Mission-Impossible","488"," 648","1996","action","adventure","action"," 3.24489796"," 1.94686082","0.76442308","0.5999760",1,0.85,0.54,0.94,0.73,0,1,0.51,0.59,0,0.25,0,0,0.49,0.41,1,0.75,0
"489","Mission-Impossible-II","489"," 647","2000","action","adventure","action"," 2.25000000"," 0.75967992","0.69230769","0.3376355",1,0.6,0.71,0.71,0.67,0,0,0.5,0.4,0.5,0,0,1,0.5,0.6,0.5,1,0
"490","Mission-to-Mars","490"," 649","2000","sci-fi","drama","sci-fi"," 1.34782609"," 0.73004753","0.57407407","0.5416482",0,0.48,0.7,0.55,0.55,1,0,0.1,0,0.27,0,0,0,0.9,1,0.73,1,1
"491","Moneyball","491"," 650","2011","drama","drama","sport"," 1.57894737"," 1.19140193","0.61224490","0.7545546",1,0.62,0.64,0.62,0.56,0,0,0.47,0.2,0.38,0.17,0,0,0.53,0.8,0.62,0.83,0
"492","Monkeybone","492"," 651","2001","fantasy","comedy",""," 1.34482759"," 0.87018789","0.57352941","0.6470628",1,0.66,0.56,0.76,0.32,0,0,0.25,0.1,0.75,0.33,0,1,0.75,0.9,0.25,0.67,0
"493","Monte-Carlo","493"," 652","2011","comedy","comedy","drama"," 1.60714286"," 0.93828642","0.61643836","0.5838227",1,0.63,0.51,0.49,0.83,1,0,0.7,0.69,0.84,0.85,0,1,0.3,0.31,0.16,0.15,1
"494","Moon","494"," 653","2009","sci-fi","drama",""," 7.05555556"," 5.31057801","0.87586207","0.7526803",1,0.86,0.92,0.95,0.76,1,0,0.5,0.5,0.6,0.56,0,0,0.5,0.5,0.4,0.44,0
"495","Moonrise-Kingdom","495"," 654","2012","drama","comedy","drama"," 0.78378378"," 0.35792378","0.43939394","0.4566614",1,0.35,0.53,0.53,0.33,0,1,0.25,0.29,0.54,0.25,0,1,0.75,0.71,0.46,0.75,0
"496","Moonstruck","496"," 655","1987","comedy","drama","drama"," 1.12727273"," 0.84071325","0.52991453","0.7457940",1,0.67,0.57,0.5,0.49,0,0,0.42,0.8,0.63,0.72,1,0,0.58,0.2,0.37,0.28,0
"497","Mr-Blandings-Builds-His-Dream-House","497"," 657","2007","crime","drama","fantasy"," 1.72413793"," 1.24500228","0.63291139","0.7221013",0,0.95,0.4,0.52,0.68,1,1,0.67,0.67,0.91,0.86,0,0,0.33,0.33,0.09,0.14,0
"498","Mr-Deeds-Goes-to-Town","498"," 659","1997","drama","drama","history"," 2.80000000"," 1.80392024","0.73684211","0.6442572",0,0.74,0.58,0.79,0.85,1,0,0.33,0.5,0.8,0.44,0,1,0.67,0.5,0.2,0.56,1
"499","Mud","499"," 660","2012","drama","",""," 0.28828829"," 0.16384333","0.22377622","0.5683316",1,0.19,0.17,0.22,0.34,0,0,0.76,0.9,0.74,0.88,0,0,0.24,0.1,0.26,0.12,0
"500","Mulholland-Drive","500"," 662","2001","fantasy","drama","action"," 1.36585366"," 0.82154973","0.57731959","0.6014918",0,0.44,0.76,0.54,0.57,1,0,0.5,0.73,0.73,0.7,1,0,0.5,0.27,0.27,0.3,0
"501","Mumford","501"," 663","1999","comedy","drama",""," 1.50000000"," 0.79835379","0.60000000","0.5322359",0,0.66,0.51,0.61,0.68,1,0,0.43,0.57,0.58,0.41,0,1,0.57,0.43,0.42,0.59,1
"502","Mummy,-The","502"," 664","1999","fantasy","adventure","action"," 1.34090909"," 0.61392403","0.57281553","0.4578417",1,0.31,0.77,0.54,0.67,0,1,0.42,0,0.25,0.5,1,0,0.58,1,0.75,0.5,0
"503","Music-of-the-Heart","503"," 665","1999","drama","music",""," 3.55882353"," 1.90589728","0.78064516","0.5355414",1,0.82,0.65,0.74,0.87,1,1,0.52,0.41,0.65,0.26,0,0,0.48,0.59,0.35,0.74,1
"504","My-Best-Friend's-Wedding","504"," 667","1997","comedy","drama",""," 2.68750000"," 1.50114990","0.72881356","0.5585674",1,0.87,0.87,0.73,0.47,0,0,0,1,NA,NA,0,0,1,0,NA,NA,0
"505","My-Mother-Dreams-the-Satan's-Disciples-in-New-York","505"," 669","1998","drama","",""," 1.22222222"," 0.62868173","0.55000000","0.5143760",0,0.38,0.6,0.56,0.67,1,0,0.33,0.67,1,0.83,0,1,0.67,0.33,0,0.17,0
"506","My-Week-with-Marilyn","506"," 670","2011","drama","drama",""," 2.05555556"," 1.28283603","0.67272727","0.6240824",0,0.56,0.76,0.67,0.69,1,0,0.06,0.3,0.36,0.53,1,0,0.94,0.7,0.64,0.47,0
"507","Nashville","507"," 673","1994","crime","drama","drama"," 2.36111111"," 1.35319611","0.70247934","0.5731184",0,0.68,0.71,0.84,0.57,0,0,0.33,0.46,0.48,0.73,0,1,0.67,0.54,0.52,0.27,0
"508","New-York-Minute","508"," 674","2004","comedy","",""," 2.53333333"," 1.24578359","0.71698113","0.4917567",0,0.67,0.7,0.85,0.64,1,1,0.46,0.62,0,0.27,0,0,0.54,0.38,1,0.73,0
"509","Newsies","509"," 675","1992","drama","musical",""," 0.68181818"," 0.36324115","0.40540541","0.5327537",1,0.29,0.31,0.5,0.54,0,0,0.45,0.6,0.38,0.67,0,0,0.55,0.4,0.62,0.33,1
"510","Next","510"," 678","2007","sci-fi","drama","action"," 9.42857143"," 4.37356001","0.90410959","0.4638624",1,1,0.79,0.89,0.94,1,1,0.4,0.4,1,0.31,0,1,0.6,0.6,0,0.69,0
"511","Next-Friday","511"," 676","2000","comedy","",""," 0.79487179"," 0.42561715","0.44285714","0.5354538",0,0.44,0.42,0.56,0.38,1,0,0.92,0.6,1,1,0,0,0.08,0.4,0,0,0
"512","Next-Three-Days,-The","512"," 677","2010","crime","drama","drama"," 2.28971963"," 1.26619301","0.69602273","0.5529904",1,0.82,0.72,0.64,0.62,1,0,0.6,0.67,0.5,0.17,1,0,0.4,0.33,0.5,0.83,0
"513","Nick-of-Time","513"," 679","1995","action","crime","drama"," 5.15000000"," 2.45059267","0.83739837","0.4758432",1,0.74,0.81,0.97,0.83,1,0,0.28,0.73,0.56,0.82,0,1,0.72,0.27,0.44,0.18,0
"514","Nightmare-on-Elm-Street-The-Final-Chapter","514"," 683","2010","horror","fantasy","action"," 1.96666667"," 1.02464986","0.66292135","0.5210084",1,0.52,0.79,0.65,0.67,1,0,0.89,0.9,0.86,1,0,0,0.11,0.1,0.14,0,0
"515","Nightmare-on-Elm-Street,-A","515"," 685","2009","drama","musical","drama"," 1.95833333"," 1.14164879","0.66197183","0.5829696",1,0.59,0.56,0.67,0.83,1,0,NA,NA,0.5,NA,0,0,NA,NA,0.5,NA,0
"516","Nines,-The","516"," 686","2007","fantasy","drama",""," 1.80392157"," 0.72266413","0.64335664","0.4006073",0,0.79,0.68,0.58,0.5,1,1,0.82,0.47,0.45,1,0,0,0.18,0.53,0.55,0,0
"517","Ninja-Assassin","517"," 687","2009","action","crime","action"," 2.04651163"," 1.26704254","0.67175573","0.6191231",1,0.74,0.67,0.76,0.48,0,1,0.69,0.71,0.68,0.59,0,0,0.31,0.29,0.32,0.41,0
"518","Notting-Hill","518"," 690","1999","comedy","drama","drama"," 2.58823529"," 1.60843067","0.72131148","0.6214391",0,0.66,0.81,0.82,0.53,0,0,0.76,0.93,0.95,0.5,0,0,0.24,0.07,0.05,0.5,0
"519","Oblivion","519"," 692","2013","fantasy","adventure","action"," 1.30000000"," 0.70040344","0.56521739","0.5387719",0,0.51,0.57,0.53,0.62,0,0,0.7,0.77,0.74,0.5,0,0,0.3,0.23,0.26,0.5,0
"520","Observe-and-Report","520"," 693","2009","comedy","crime","drama"," 3.22727273"," 1.92828018","0.76344086","0.5974953",0,0.72,0.83,0.68,0.76,0,0,0.17,0.14,0.15,0.06,0,1,0.83,0.86,0.85,0.94,1
"521","Obsessed","521"," 694","2009","drama","action",""," 5.05882353"," 3.18622884","0.83495146","0.6298359",0,0.85,0.75,0.81,0.81,1,1,0.47,0.56,0.73,0.79,1,0,0.53,0.44,0.27,0.21,0
"522","Ocean's-Eleven","522"," 695","2001","crime","action",""," 4.24000000"," 2.27116755","0.80916031","0.5356527",1,0.7,0.76,0.89,0.89,0,0,0.31,0.5,0.39,0.24,0,0,0.69,0.5,0.61,0.76,0
"523","Ocean's-Twelve","523"," 696","2004","crime","action",""," 2.22033898"," 1.28612488","0.68947368","0.5792471",1,0.77,0.7,0.67,0.62,0,0,0.62,0.67,0.46,0.26,1,1,0.38,0.33,0.54,0.74,0
"524","One-Flew-Over-the-Cuckoo's-Nest","524"," 699","2013","crime","drama",""," 7.07692308"," 3.98978736","0.87619048","0.5637743",0,0.96,0.7,0.89,0.96,1,0,0.38,0.43,0.27,0.43,0,1,0.62,0.57,0.73,0.57,0
"525","Ordinary-People","525"," 701","2009","horror","fantasy","action"," 1.76666667"," 1.18430556","0.63855422","0.6703616",0,0.76,0.74,0.48,0.57,1,0,0.74,0.7,0.55,0.27,0,1,0.26,0.3,0.45,0.73,0
"526","Other-Boleyn-Girl,-The","526"," 702","2008","drama","drama","history"," 2.38983051"," 1.54125594","0.70500000","0.6449227",0,0.67,0.76,0.79,0.58,1,0,0.58,0.74,0.67,0.66,1,0,0.42,0.26,0.33,0.34,0
"527","Out-of-Sight","527"," 703","1998","comedy","crime","drama"," 2.70731707"," 1.30235330","0.73026316","0.4810494",0,0.64,0.7,0.72,0.82,1,0,0.31,0.81,0.67,0.64,0,1,0.69,0.19,0.33,0.36,1
"528","Pacifier,-The","528"," 704","2005","action","comedy","drama"," 1.81250000"," 1.15090101","0.64444444","0.6349799",0,0.69,0.63,0.6,0.67,0,0,0.78,0.45,0.49,0.5,1,0,0.22,0.55,0.51,0.5,0
"529","Pandorum","529"," 705","2009","fantasy","horror","action","35.33333333","23.98743048","0.97247706","0.6788895",1,1,1,1,0.88,1,0,0,0.17,0,0,0,1,1,0.83,1,1,0
"530","Panic-Room","530"," 706","2002","action","","","32.40000000","17.32806892","0.97005988","0.5348169",0,0.93,0.98,1,0.98,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
"531","Papadopoulos-&-Sons","531"," 707","2012","comedy","drama",""," 1.40740741"," 0.96630278","0.58461538","0.6865836",0,0.71,0.5,0.61,0.5,0,1,0.72,0.33,0.44,0.3,0,0,0.28,0.67,0.56,0.7,0
"532","ParaNorman","532"," 708","2012","comedy","adventure","comedy"," 0.94642857"," 0.49340410","0.48623853","0.5213326",1,0.61,0.54,0.47,0.36,0,0,0.4,0.83,0.57,0.57,0,1,0.6,0.17,0.43,0.43,0
"533","Pariah","533"," 709","2011","drama","",""," 3.63157895"," 1.71576670","0.78409091","0.4724575",1,0.83,0.79,0.74,0.73,0,0,0.24,0.83,0.84,0.79,0,0,0.76,0.17,0.16,0.21,0
"534","Paul","534"," 712","2011","sci-fi","comedy","sci-fi"," 1.03225806"," 0.57526182","0.50793651","0.5572849",0,0.6,0.5,0.51,0.39,0,1,0.57,0,0.4,0.69,1,1,0.43,1,0.6,0.31,0
"535","Peeping-Tom","535"," 715","2006","fantasy","drama","action"," 3.66666667"," 2.70012285","0.78571429","0.7363971",0,0.75,0.91,0.84,0.59,0,0,0.42,0.29,0.31,0.2,1,0,0.58,0.71,0.69,0.8,0
"536","Perfect-World,-A","536"," 716","1993","crime","drama","action"," 0.97520661"," 0.57726353","0.49372385","0.5919397",0,0.55,0.66,0.48,0.28,0,0,0.47,0.25,0.07,1,0,0,0.53,0.75,0.93,0,0
"537","Perks-of-Being-a-Wallflower,-The","537"," 717","2012","drama","drama",""," 3.08888889"," 1.65587703","0.75543478","0.5360753",0,0.85,0.68,0.77,0.7,0,0,0.5,0.6,0.5,0.78,0,0,0.5,0.4,0.5,0.22,0
"538","Pet-Sematary","538"," 719","1989","drama","horror",""," 0.67801047"," 0.37575495","0.40405616","0.5542023",0,0.36,0.43,0.4,0.42,1,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
"539","Pet-Sematary-II","539"," 718","1992","action","horror","action"," 1.23333333"," 0.70618170","0.55223881","0.5725798",1,0.43,0.36,0.71,0.72,0,0,NA,NA,0,NA,0,0,NA,NA,1,NA,0
"540","Petulia","540"," 721","1993","drama","",""," 1.76923077"," 0.76236249","0.63888889","0.4309005",0,0.72,0.54,0.76,0.5,1,0,0.71,0.86,0.52,0.75,0,1,0.29,0.14,0.48,0.25,1
"541","Pi","541"," 723","1998","drama","action",""," 1.54545455"," 0.89407717","0.60714286","0.5785205",1,0.67,0.6,0.53,0.67,1,1,0.5,0.56,0.67,1,0,0,0.5,0.44,0.33,0,0
"542","Pianist,-The","542"," 724","2002","drama","drama","war"," 1.04285714"," 0.55330971","0.51048951","0.5305710",1,0.5,0.39,0.56,0.59,0,0,0.6,0.33,1,0.5,0,0,0.4,0.67,0,0.5,0
"543","Pineapple-Express","543"," 726","2008","action","comedy","crime"," 2.13793103"," 0.95810550","0.68131868","0.4481461",0,0.72,0.62,0.58,0.81,1,0,0.5,0.95,0.55,0.4,0,1,0.5,0.05,0.45,0.6,0
"544","Pirates-of-the-Caribbean","544"," 728","2003","fantasy","adventure","action"," 0.51111111"," 0.27131671","0.33823529","0.5308370",0,0.44,0.44,0.37,0.26,0,0,0.78,0.7,0.88,0.9,0,0,0.22,0.3,0.12,0.1,0
"545","Pitch-Black","545"," 729","2000","sci-fi","horror","action"," 0.66935484"," 0.37030178","0.40096618","0.5532219",1,0.66,0.38,0.47,0.11,1,0,0,0.5,0.33,NA,0,0,1,0.5,0.67,NA,0
"546","Platinum-Blonde","546"," 731","1998","fantasy","drama","comedy"," 6.42857143"," 5.11300214","0.86538462","0.7953559",1,0.85,0.77,0.92,0.92,1,0,0.5,0.62,0.8,0.57,1,1,0.5,0.38,0.2,0.43,1
"547","Point-Break","547"," 732","1991","action","crime","action"," 0.74285714"," 0.41551272","0.42622951","0.5593440",0,0.52,0.41,0.32,0.47,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0
"548","Postman,-The","548"," 734","1997","action","adventure","drama"," 0.26717557"," 0.13751068","0.21084337","0.5146828",0,0.26,0.33,0.19,0.12,1,0,0.67,0,0.62,0.5,0,0,0.33,1,0.38,0.5,0
"549","Power-of-One,-The","549"," 735","1992","drama","",""," 1.50000000"," 0.93041157","0.60000000","0.6202744",0,0.43,0.77,0.51,0.69,1,0,0.5,0.07,0.2,0.25,0,1,0.5,0.93,0.8,0.75,1
"550","Precious","550"," 736","2009","drama","",""," 3.53125000"," 2.45002700","0.77931034","0.6938130",1,0.7,0.89,0.76,0.76,1,0,0.64,0.39,0.38,0.52,0,1,0.36,0.61,0.62,0.48,1
"551","Predator","551"," 737","1987","sci-fi","horror","action"," 0.17647059"," 0.11075509","0.15000000","0.6276121",0,0.2,0.11,0.09,0.2,1,0,0,0,NA,0,0,0,1,1,NA,1,0
"552","Pretty-Woman","552"," 739","1990","comedy","drama",""," 2.01886792"," 1.34120327","0.66875000","0.6643343",0,0.57,0.88,0.4,0.82,1,1,0.9,0.89,0.76,0.88,0,0,0.1,0.11,0.24,0.12,0
"553","Pride-and-Prejudice","553"," 740","2005","drama","drama",""," 1.61224490"," 1.05151923","0.61718750","0.6522081",1,0.56,0.67,0.61,0.61,1,0,0.8,0.67,0.65,0.7,0,0,0.2,0.33,0.35,0.3,1
"554","Priest","554"," 741","2011","fantasy","action","horror"," 0.78378378"," 0.41589020","0.43939394","0.5306185",0,0.47,0.5,0.32,0.45,0,0,0.5,0.5,0.33,NA,0,0,0.5,0.5,0.67,NA,0
"555","Private-Life-of-Sherlock-Holmes,-The","555"," 744","2005","comedy","musical",""," 1.31578947"," 0.99225397","0.56818182","0.7541130",1,0.73,0.73,0.36,0.45,0,0,0.93,0.82,0.9,0.82,0,1,0.07,0.18,0.1,0.18,0
"556","Program,-The","556"," 745","2015","drama","drama","sport"," 1.91228070"," 0.85920638","0.65662651","0.4493098",1,0.63,0.74,0.69,0.57,0,0,0.52,0.4,0.33,0.27,0,0,0.48,0.6,0.67,0.73,0
"557","Prom-Night","557"," 746","2008","horror","fantasy",""," 3.04166667"," 1.60982406","0.75257732","0.5292572",0,0.8,0.88,0.64,0.68,0,0,0.45,0.36,0,0.85,0,1,0.55,0.64,1,0.15,0
"558","Prometheus","558"," 747","2012","sci-fi","fantasy","sci-fi"," 1.70000000"," 1.31925308","0.62962963","0.7760312",0,0.53,0.68,0.82,0.48,0,0,0.33,1,0.5,0.33,0,0,0.67,0,0.5,0.67,0
"559","Prophecy,-The","559"," 748","1995","fantasy","action","horror"," 1.38709677"," 0.72808150","0.58108108","0.5248960",0,0.47,0.74,0.53,0.59,0,0,0.45,0.58,0.67,0.4,0,0,0.55,0.42,0.33,0.6,0
"560","Proposal,-The","560"," 749","2009","comedy","drama","drama"," 1.65789474"," 0.81016728","0.62376238","0.4886723",1,0.85,0.5,0.5,0.65,0,1,0.2,0.12,0.15,0.56,0,0,0.8,0.88,0.85,0.44,1
"561","Psycho","561"," 751","2009","drama","crime","drama"," 0.80000000"," 0.58509784","0.44444444","0.7313723",0,0.25,0.45,0.34,0.76,1,0,0.14,0.78,0.68,0.7,1,0,0.86,0.22,0.32,0.3,1
"562","Pulp-Fiction","562"," 752","1994","crime","drama",""," 2.40740741"," 1.71074486","0.70652174","0.7106171",1,0.88,0.62,0.5,0.86,1,0,0.57,0.73,0.59,0.54,0,1,0.43,0.27,0.41,0.46,1
"563","Purple-Rain","563"," 754","2000","drama","adventure","drama"," 1.85714286"," 0.98961845","0.65000000","0.5328715",1,0.59,0.52,0.64,0.86,1,0,0.8,0.71,0.62,0.71,1,0,0.2,0.29,0.38,0.29,0
"564","Queen-of-the-Damned","564"," 755","2002","fantasy","drama","horror"," 1.43181818"," 0.80849285","0.58878505","0.5646617",0,0.48,0.63,0.64,0.58,1,1,0.43,0.5,0.58,0.63,0,0,0.57,0.5,0.42,0.37,1
"565","Queen,-The","565"," 756","2006","drama","drama",""," 2.34210526"," 1.46391655","0.70078740","0.6250430",0,0.71,0.74,0.7,0.63,1,1,0.75,0.2,0.44,0.65,1,0,0.25,0.8,0.56,0.35,0
"566","Rachel-Getting-Married","566"," 757","2008","drama","drama",""," 1.44827586"," 0.91073741","0.59154930","0.6288425",0,0.75,0.57,0.61,0.38,0,1,0.43,0.62,0.75,1,0,0,0.57,0.38,0.25,0,0
"567","Raging-Bull","567"," 759","1987","comedy","crime","drama"," 2.40000000"," 1.67088608","0.70588235","0.6962025",1,0.5,0.91,0.82,0.58,0,1,1,0.9,1,0.58,0,1,0,0.1,0,0.42,1
"568","Rambling-Rose","568"," 760","1991","drama","",""," 1.95714286"," 1.30913109","0.66183575","0.6688991",0,0.78,0.52,0.74,0.58,0,0,0.84,0.93,0.78,0.73,1,1,0.16,0.07,0.22,0.27,0
"569","Reader,-The","569"," 761","2008","drama","drama",""," 2.66071429"," 1.86994684","0.72682927","0.7027988",1,0.72,0.67,0.76,0.76,0,1,0.79,0.57,0.13,0.4,0,0,0.21,0.43,0.87,0.6,0
"570","Rear-Window","570"," 764","2011","fantasy","horror","fantasy"," 1.88235294"," 1.11534151","0.65306122","0.5925252",1,0.71,0.6,0.73,0.56,0,1,0.8,0.81,0.77,0.67,0,0,0.2,0.19,0.23,0.33,0
"571","Reindeer-Games","571"," 765","2000","action","crime","drama"," 1.52830189"," 0.96629242","0.60447761","0.6322654",0,0.72,0.6,0.65,0.47,0,0,0.32,0.83,0.86,0.33,1,0,0.68,0.17,0.14,0.67,0
"572","Relic,-The","572"," 766","1997","horror","fantasy","sci-fi"," 4.68000000"," 3.20563384","0.82394366","0.6849645",0,0.72,0.78,0.94,0.85,1,0,0.13,0,0,0.1,0,0,0.87,1,1,0.9,0
"573","Remember-Me","573"," 767","2010","drama","drama",""," 2.17500000"," 1.11470119","0.68503937","0.5125063",0,0.61,0.72,0.85,0.52,1,0,0.39,0.83,0.65,0.4,0,1,0.61,0.17,0.35,0.6,0
"574","Replacements,-The","574"," 768","2000","comedy","sport",""," 1.04651163"," 0.42586751","0.51136364","0.4069401",0,0.5,0.5,0.64,0.45,0,0,0.2,0.67,0.67,0.67,0,0,0.8,0.33,0.33,0.33,0
"575","Reservoir-Dogs","575"," 771","1992","crime","drama",""," 2.58333333"," 1.99999625","0.72093023","0.7741921",1,0.73,0.75,0.82,0.55,1,1,0.67,0.47,0,0.67,0,0,0.33,0.53,1,0.33,0
"576","Revolutionary-Road","576"," 772","2008","drama","drama",""," 3.83333333"," 2.43552809","0.79310345","0.6353552",0,0.8,0.77,0.8,0.78,0,0,0.44,0.75,0.86,0.8,0,0,0.56,0.25,0.14,0.2,0
"577","Ringu","577"," 773","1998","horror","fantasy","action"," 1.61764706"," 0.89153409","0.61797753","0.5511302",1,0.74,0.61,0.57,0.55,0,1,0.79,0.56,1,0.94,0,0,0.21,0.44,0,0.06,0
"578","Rise-of-the-Guardians","578"," 774","2012","sci-fi","adventure","family"," 0.62500000"," 0.37768395","0.38461538","0.6042943",0,0.45,0.4,0.57,0.11,0,0,0.69,1,0.67,1,0,0,0.31,0,0.33,0,0
